"term","total","prob"
"ys",46,8.47718732453173e-06
"ysidro",15,2.76430021452122e-06
"ystrdy",12,2.21144017161697e-06
"yt",74,1.3637214391638e-05
"ytrfcv",15,2.76430021452122e-06
"yu",1391,0.000256342773226601
"yuan",46,8.47718732453173e-06
"yuba",10,1.84286680968081e-06
"yucatan",28,5.16002706710627e-06
"yucatn",4,7.37146723872324e-07
"yucca",22,4.05430698129778e-06
"yuccas",6,1.10572008580849e-06
"yuck",386,7.11346588536793e-05
"yucks",14,2.58001353355313e-06
"yucky",150,2.76430021452122e-05
"yudhisthira",10,1.84286680968081e-06
"yudu",14,2.58001353355313e-06
"yuengling",63,1.16100609009891e-05
"yugioh",12,2.21144017161697e-06
"yugoslav",11,2.02715349064889e-06
"yugoslavia",64,1.17943475819572e-05
"yuh",256,4.71773903278287e-05
"yuhh",29,5.34431374807435e-06
"yuk",60,1.10572008580849e-05
"yuki",36,6.63432051485092e-06
"yukio",6,1.10572008580849e-06
"yukon",69,1.27157809867976e-05
"yule",59,1.08729141771168e-05
"yum",2067,0.000380920569561023
"yumi",10,1.84286680968081e-06
"yumm",117,2.15615416732655e-05
"yummies",29,5.34431374807435e-06
"yummiest",33,6.08146047194667e-06
"yumminess",34,6.26574715291475e-06
"yummm",11,2.02715349064889e-06
"yummo",13,2.39572685258505e-06
"yummy",2255,0.000415566465583023
"yumyum",7,1.29000676677657e-06
"yun",27,4.97574038613819e-06
"yung",115,2.11929683113293e-05
"yuni",68,1.25314943058295e-05
"yup",2551,0.000470115323149575
"yupi",20,3.68573361936162e-06
"yupp",65,1.19786342629253e-05
"yuppie",27,4.97574038613819e-06
"yuppies",19,3.50144693839354e-06
"yur",252,4.64402436039564e-05
"yuri",52,9.58290741034021e-06
"yurp",4,7.37146723872324e-07
"yurt",17,3.13287357645738e-06
"yus",17,3.13287357645738e-06
"yusuf",18,3.31716025742546e-06
"yusufali",27,4.97574038613819e-06
"yuu",33,6.08146047194667e-06
"yuzu",15,2.76430021452122e-06
"yves",90,1.65858012871273e-05
"yvette",52,9.58290741034021e-06
"yvonne",73,1.34529277106699e-05
"yw",104,1.91658148206804e-05
"z",1248,0.000229989777848165
"za",40,7.37146723872324e-06
"zaatar",17,3.13287357645738e-06
"zabaleta",11,2.02715349064889e-06
"zac",269,4.95731171804138e-05
"zach",575,0.000105964841556647
"zacharia",6,1.10572008580849e-06
"zachariah",12,2.21144017161697e-06
"zachary",109,2.00872482255208e-05
"zachriel",4,7.37146723872324e-07
"zachs",37,6.818607195819e-06
"zack",253,4.66245302849245e-05
"zag",51,9.39862072937213e-06
"zagat",12,2.21144017161697e-06
"zagging",9,1.65858012871273e-06
"zagreb",9,1.65858012871273e-06
"zags",18,3.31716025742546e-06
"zai",11,2.02715349064889e-06
"zain",19,3.50144693839354e-06
"zainuddin",4,7.37146723872324e-07
"zak",109,2.00872482255208e-05
"zakeyamurphys",4,7.37146723872324e-07
"zambia",65,1.19786342629253e-05
"zambrano",32,5.89717379097859e-06
"zander",32,5.89717379097859e-06
"zandt",16,2.9485868954893e-06
"zane",49,9.03004736743597e-06
"zanjeer",4,7.37146723872324e-07
"zanna",33,6.08146047194667e-06
"zantric",8,1.47429344774465e-06
"zanupf",24,4.42288034323394e-06
"zany",65,1.19786342629253e-05
"zanzibar",30,5.52860042904243e-06
"zaona",31,5.71288711001051e-06
"zap",95,1.75072346919677e-05
"zapcash",12,2.21144017161697e-06
"zappa",63,1.16100609009891e-05
"zapped",33,6.08146047194667e-06
"zapper",14,2.58001353355313e-06
"zappos",67,1.23472076248614e-05
"zara",87,1.6032941244223e-05
"zaras",9,1.65858012871273e-06
"zasloff",4,7.37146723872324e-07
"zaxbys",31,5.71288711001051e-06
"zay",19,3.50144693839354e-06
"zayn",357,6.57903451056049e-05
"zayns",45,8.29290064356364e-06
"zazzle",13,2.39572685258505e-06
"zbo",43,7.92432728162748e-06
"zcoil",10,1.84286680968081e-06
"zdnet",6,1.10572008580849e-06
"ze",106,1.95343881826166e-05
"zeal",112,2.06401082684251e-05
"zealand",559,0.000103016254661157
"zealander",8,1.47429344774465e-06
"zealanders",16,2.9485868954893e-06
"zealot",28,5.16002706710627e-06
"zealots",55,1.01357674532445e-05
"zealous",73,1.34529277106699e-05
"zebra",253,4.66245302849245e-05
"zebras",55,1.01357674532445e-05
"zebulon",8,1.47429344774465e-06
"zed",27,4.97574038613819e-06
"zeds",10,1.84286680968081e-06
"zee",66,1.21629209438933e-05
"zeitgeist",55,1.01357674532445e-05
"zeitung",4,7.37146723872324e-07
"zeke",44,8.10861396259556e-06
"zelda",184,3.39087492981269e-05
"zeller",42,7.7400406006594e-06
"zemeckis",15,2.76430021452122e-06
"zen",321,5.9156024590754e-05
"zendaya",44,8.10861396259556e-06
"zendayas",6,1.10572008580849e-06
"zenick",4,7.37146723872324e-07
"zenith",70,1.29000676677657e-05
"zenos",14,2.58001353355313e-06
"zephyr",26,4.79145370517011e-06
"zeppelin",129,2.37729818448824e-05
"zeppelins",17,3.13287357645738e-06
"zepplin",21,3.8700203003297e-06
"zerg",44,8.10861396259556e-06
"zero",1784,0.000328767438847057
"zeroed",27,4.97574038613819e-06
"zeroes",24,4.42288034323394e-06
"zeroing",13,2.39572685258505e-06
"zeros",67,1.23472076248614e-05
"zerotolerance",10,1.84286680968081e-06
"zessica",6,1.10572008580849e-06
"zest",440,8.10861396259556e-05
"zested",6,1.10572008580849e-06
"zesty",45,8.29290064356364e-06
"zetas",27,4.97574038613819e-06
"zeus",161,2.9670155635861e-05
"zh",6,1.10572008580849e-06
"zhang",47,8.66147400549981e-06
"zhao",13,2.39572685258505e-06
"zhu",17,3.13287357645738e-06
"zias",4,7.37146723872324e-07
"zig",263,4.84673970946053e-05
"ziggler",24,4.42288034323394e-06
"ziggs",4,7.37146723872324e-07
"ziggy",67,1.23472076248614e-05
"ziglar",168,3.09601624026376e-05
"zigler",10,1.84286680968081e-06
"zigs",5,9.21433404840405e-07
"zigzag",70,1.29000676677657e-05
"zigzags",12,2.21144017161697e-06
"zilch",38,7.00289387678708e-06
"zillion",87,1.6032941244223e-05
"zillow",14,2.58001353355313e-06
"zim",26,4.79145370517011e-06
"zimbabwe",176,3.24344558503823e-05
"zimbabwean",39,7.18718055775516e-06
"zimbabweans",18,3.31716025742546e-06
"zimbabwes",38,7.00289387678708e-06
"zimbalist",8,1.47429344774465e-06
"zimbo",4,7.37146723872324e-07
"zimmer",61,1.12414875390529e-05
"zimmerman",705,0.000129922110082497
"zimmermann",22,4.05430698129778e-06
"zimmermans",124,2.2851548440042e-05
"zimri",6,1.10572008580849e-06
"zin",42,7.7400406006594e-06
"zinc",129,2.37729818448824e-05
"zine",165,3.04073023597334e-05
"zines",77,1.41900744345422e-05
"zinesters",6,1.10572008580849e-06
"zinfandel",48,8.84576068646789e-06
"zing",110,2.02715349064889e-05
"zinger",20,3.68573361936162e-06
"zingers",23,4.23859366226586e-06
"zinging",4,7.37146723872324e-07
"zingy",32,5.89717379097859e-06
"zink",10,1.84286680968081e-06
"zinkhan",11,2.02715349064889e-06
"zinn",17,3.13287357645738e-06
"zinnemann",4,7.37146723872324e-07
"zinnias",16,2.9485868954893e-06
"zion",145,2.67215687403717e-05
"zionism",48,8.84576068646789e-06
"zionist",150,2.76430021452122e-05
"zionists",57,1.05043408151806e-05
"zionsville",15,2.76430021452122e-06
"zip",491,9.04847603553278e-05
"zipcar",50,9.21433404840405e-06
"zipcard",9,1.65858012871273e-06
"zipfizz",9,1.65858012871273e-06
"ziploc",81,1.49272211584146e-05
"ziplock",55,1.01357674532445e-05
"zipped",77,1.41900744345422e-05
"zipper",240,4.42288034323394e-05
"zippered",22,4.05430698129778e-06
"zippers",56,1.03200541342125e-05
"zipping",57,1.05043408151806e-05
"zippy",38,7.00289387678708e-06
"zips",29,5.34431374807435e-06
"ziptrip",5,9.21433404840405e-07
"zit",51,9.39862072937213e-06
"zite",10,1.84286680968081e-06
"zither",9,1.65858012871273e-06
"ziti",28,5.16002706710627e-06
"zito",44,8.10861396259556e-06
"zits",23,4.23859366226586e-06
"zizek",20,3.68573361936162e-06
"zl",20,3.68573361936162e-06
"zn",8,1.47429344774465e-06
"zo",39,7.18718055775516e-06
"zodiac",127,2.34044084829463e-05
"zoe",313,5.76817311430094e-05
"zoes",33,6.08146047194667e-06
"zoey",74,1.3637214391638e-05
"zogby",5,9.21433404840405e-07
"zohar",10,1.84286680968081e-06
"zoho",6,1.10572008580849e-06
"zola",21,3.8700203003297e-06
"zombie",1490,0.000274587154642441
"zombieland",32,5.89717379097859e-06
"zombielike",27,4.97574038613819e-06
"zombies",989,0.000182259527477432
"zombified",14,2.58001353355313e-06
"zombify",4,7.37146723872324e-07
"zomg",77,1.41900744345422e-05
"zomm",6,1.10572008580849e-06
"zona",28,5.16002706710627e-06
"zone",2419,0.000445789481261788
"zoned",52,9.58290741034021e-06
"zonegran",4,7.37146723872324e-07
"zones",391,7.20560922585197e-05
"zoning",149,2.74587154642441e-05
"zoo",1256,0.00023146407129591
"zooey",118,2.17458283542336e-05
"zook",6,1.10572008580849e-06
"zoolander",27,4.97574038613819e-06
"zoological",9,1.65858012871273e-06
"zoologist",14,2.58001353355313e-06
"zoology",31,5.71288711001051e-06
"zoom",324,5.97088846336582e-05
"zoomed",79,1.45586477964784e-05
"zoomerthink",4,7.37146723872324e-07
"zooming",81,1.49272211584146e-05
"zoos",82,1.51115078393826e-05
"zooted",8,1.47429344774465e-06
"zora",38,7.00289387678708e-06
"zorbing",4,7.37146723872324e-07
"zorn",23,4.23859366226586e-06
"zorro",24,4.42288034323394e-06
"zotero",68,1.25314943058295e-05
"zou",20,3.68573361936162e-06
"zoya",65,1.19786342629253e-05
"zp",23,4.23859366226586e-06
"zs",138,2.54315619735952e-05
"zsa",25,4.60716702420203e-06
"zsazsa",4,7.37146723872324e-07
"zta",7,1.29000676677657e-06
"zte",6,1.10572008580849e-06
"zu",19,3.50144693839354e-06
"zucca",14,2.58001353355313e-06
"zucchini",409,7.53732525159451e-05
"zucchinis",7,1.29000676677657e-06
"zuccotti",43,7.92432728162748e-06
"zuchinni",6,1.10572008580849e-06
"zuck",24,4.42288034323394e-06
"zuckerberg",153,2.81958621881164e-05
"zucotti",9,1.65858012871273e-06
"zukav",6,1.10572008580849e-06
"zukofsky",4,7.37146723872324e-07
"zulu",85,1.56643678822869e-05
"zululand",4,7.37146723872324e-07
"zuma",228,4.20173632607225e-05
"zumas",26,4.79145370517011e-06
"zumba",386,7.11346588536793e-05
"zumiez",6,1.10572008580849e-06
"zumwalt",39,7.18718055775516e-06
"zune",48,8.84576068646789e-06
"zurich",87,1.6032941244223e-05
"zuzu",46,8.47718732453173e-06
"zuzus",4,7.37146723872324e-07
"zva",15,2.76430021452122e-06
"zwei",4,7.37146723872324e-07
"zydeco",16,2.9485868954893e-06
"zynga",58,1.06886274961487e-05
"zz",62,1.1425774220021e-05
"zzzzzzz",4,7.37146723872324e-07
"aall",15,2.76430021452122e-06
"abcfamily",4,7.37146723872324e-07
"abdicate",8,1.47429344774465e-06
"abdullahi",4,7.37146723872324e-07
"abouta",9,1.65858012871273e-06
"acclimating",4,7.37146723872324e-07
"accross",27,4.97574038613819e-06
"acoming",4,7.37146723872324e-07
"activecom",5,9.21433404840405e-07
"actuator",4,7.37146723872324e-07
"acuff",11,2.02715349064889e-06
"addisons",23,4.23859366226586e-06
"addressee",4,7.37146723872324e-07
"adhesives",30,5.52860042904243e-06
"adjudicated",7,1.29000676677657e-06
"ador",6,1.10572008580849e-06
"adventuring",29,5.34431374807435e-06
"aerials",6,1.10572008580849e-06
"affording",12,2.21144017161697e-06
"afte",5,9.21433404840405e-07
"aftershock",42,7.7400406006594e-06
"aggregating",11,2.02715349064889e-06
"agnew",13,2.39572685258505e-06
"ahora",7,1.29000676677657e-06
"aishe",8,1.47429344774465e-06
"ait",21,3.8700203003297e-06
"ajar",24,4.42288034323394e-06
"ajay",24,4.42288034323394e-06
"akers",28,5.16002706710627e-06
"aladeen",4,7.37146723872324e-07
"alamosa",4,7.37146723872324e-07
"albanians",17,3.13287357645738e-06
"albemarle",8,1.47429344774465e-06
"alblackica",6,1.10572008580849e-06
"albrecht",10,1.84286680968081e-06
"alfaro",14,2.58001353355313e-06
"aliante",4,7.37146723872324e-07
"alinsky",26,4.79145370517011e-06
"alister",4,7.37146723872324e-07
"alisters",4,7.37146723872324e-07
"alito",19,3.50144693839354e-06
"allblack",11,2.02715349064889e-06
"allinall",21,3.8700203003297e-06
"allit",9,1.65858012871273e-06
"alliterative",18,3.31716025742546e-06
"allsaints",3,5.52860042904243e-07
"alp",6,1.10572008580849e-06
"alshabaab",12,2.21144017161697e-06
"altamonte",7,1.29000676677657e-06
"altercations",6,1.10572008580849e-06
"amares",14,2.58001353355313e-06
"amazonkindle",35,6.45003383388283e-06
"amey",4,7.37146723872324e-07
"amlo",6,1.10572008580849e-06
"amputation",23,4.23859366226586e-06
"amtraks",6,1.10572008580849e-06
"analogical",6,1.10572008580849e-06
"anaru",13,2.39572685258505e-06
"anatolia",7,1.29000676677657e-06
"andhere",4,7.37146723872324e-07
"andriod",11,2.02715349064889e-06
"angeleno",13,2.39572685258505e-06
"angelika",27,4.97574038613819e-06
"anglosaxon",39,7.18718055775516e-06
"annals",44,8.10861396259556e-06
"annoyingg",4,7.37146723872324e-07
"anthropomorphic",21,3.8700203003297e-06
"antiislamic",14,2.58001353355313e-06
"antipathy",23,4.23859366226586e-06
"antiwoman",13,2.39572685258505e-06
"anymoree",9,1.65858012871273e-06
"anzacs",5,9.21433404840405e-07
"apocrypha",6,1.10572008580849e-06
"apologetically",10,1.84286680968081e-06
"apologetics",22,4.05430698129778e-06
"appended",6,1.10572008580849e-06
"appoints",43,7.92432728162748e-06
"appomattox",14,2.58001353355313e-06
"apprentices",20,3.68573361936162e-06
"aquired",9,1.65858012871273e-06
"arching",31,5.71288711001051e-06
"arendt",10,1.84286680968081e-06
"argghh",4,7.37146723872324e-07
"arie",23,4.23859366226586e-06
"arl",14,2.58001353355313e-06
"armadillos",7,1.29000676677657e-06
"armband",21,3.8700203003297e-06
"arminianism",4,7.37146723872324e-07
"aroldis",11,2.02715349064889e-06
"arrowroot",4,7.37146723872324e-07
"arsenals",35,6.45003383388283e-06
"arshad",8,1.47429344774465e-06
"artesian",6,1.10572008580849e-06
"artsed",16,2.9485868954893e-06
"arvind",5,9.21433404840405e-07
"asafa",18,3.31716025742546e-06
"asahi",17,3.13287357645738e-06
"asante",23,4.23859366226586e-06
"asco",6,1.10572008580849e-06
"ashanti",18,3.31716025742546e-06
"ashkenazi",10,1.84286680968081e-06
"ashtanga",7,1.29000676677657e-06
"asja",14,2.58001353355313e-06
"asomugha",8,1.47429344774465e-06
"assads",18,3.31716025742546e-06
"assay",9,1.65858012871273e-06
"assemblage",47,8.66147400549981e-06
"asskicking",15,2.76430021452122e-06
"astrid",26,4.79145370517011e-06
"astronomer",42,7.7400406006594e-06
"astrophysics",19,3.50144693839354e-06
"astutely",14,2.58001353355313e-06
"asus",46,8.47718732453173e-06
"asylums",10,1.84286680968081e-06
"aszx",4,7.37146723872324e-07
"atg",18,3.31716025742546e-06
"athanasius",20,3.68573361936162e-06
"atmospherics",6,1.10572008580849e-06
"attenborough",16,2.9485868954893e-06
"atthack",6,1.10572008580849e-06
"atthe",6,1.10572008580849e-06
"auci",4,7.37146723872324e-07
"aucoin",7,1.29000676677657e-06
"auger",9,1.65858012871273e-06
"augments",4,7.37146723872324e-07
"aunties",42,7.7400406006594e-06
"auslander",13,2.39572685258505e-06
"auspices",34,6.26574715291475e-06
"aussi",9,1.65858012871273e-06
"austerlitz",16,2.9485868954893e-06
"autocratic",19,3.50144693839354e-06
"avaliable",6,1.10572008580849e-06
"avaricious",7,1.29000676677657e-06
"awesomee",15,2.76430021452122e-06
"axial",6,1.10572008580849e-06
"ayahuasca",43,7.92432728162748e-06
"ayala",21,3.8700203003297e-06
"ayase",6,1.10572008580849e-06
"ayear",12,2.21144017161697e-06
"ayinger",4,7.37146723872324e-07
"aylward",12,2.21144017161697e-06
"azores",4,7.37146723872324e-07
"baack",5,9.21433404840405e-07
"babysat",17,3.13287357645738e-06
"babyshower",9,1.65858012871273e-06
"bachelorettes",4,7.37146723872324e-07
"backinthedaywheniwasakid",22,4.05430698129778e-06
"badassness",5,9.21433404840405e-07
"bafta",14,2.58001353355313e-06
"bahhhh",4,7.37146723872324e-07
"bailiff",7,1.29000676677657e-06
"baldness",22,4.05430698129778e-06
"baldursson",8,1.47429344774465e-06
"baldwinwallace",4,7.37146723872324e-07
"balochistan",8,1.47429344774465e-06
"balt",26,4.79145370517011e-06
"bandpage",9,1.65858012871273e-06
"bankable",5,9.21433404840405e-07
"barbaro",4,7.37146723872324e-07
"barbarous",15,2.76430021452122e-06
"bargained",37,6.818607195819e-06
"bari",34,6.26574715291475e-06
"barons",64,1.17943475819572e-05
"barretts",20,3.68573361936162e-06
"barrister",27,4.97574038613819e-06
"barthes",12,2.21144017161697e-06
"bartimaeus",5,9.21433404840405e-07
"bartman",12,2.21144017161697e-06
"barz",6,1.10572008580849e-06
"bastiat",6,1.10572008580849e-06
"batista",32,5.89717379097859e-06
"batt",26,4.79145370517011e-06
"batwoman",11,2.02715349064889e-06
"bayh",8,1.47429344774465e-06
"bba",21,3.8700203003297e-06
"beacause",6,1.10572008580849e-06
"beaton",13,2.39572685258505e-06
"beatty",32,5.89717379097859e-06
"beefed",17,3.13287357645738e-06
"beeped",26,4.79145370517011e-06
"befores",6,1.10572008580849e-06
"behing",4,7.37146723872324e-07
"beiges",3,5.52860042904243e-07
"beingness",5,9.21433404840405e-07
"believability",12,2.21144017161697e-06
"beluga",9,1.65858012871273e-06
"benchmarking",16,2.9485868954893e-06
"bendable",10,1.84286680968081e-06
"benghazi",18,3.31716025742546e-06
"benita",4,7.37146723872324e-07
"bequeath",11,2.02715349064889e-06
"bernadettes",5,9.21433404840405e-07
"bernardin",7,1.29000676677657e-06
"berwick",10,1.84286680968081e-06
"beryl",37,6.818607195819e-06
"besotted",19,3.50144693839354e-06
"bestt",12,2.21144017161697e-06
"bestthe",4,7.37146723872324e-07
"betascape",8,1.47429344774465e-06
"beutiful",10,1.84286680968081e-06
"beverley",23,4.23859366226586e-06
"bewilderment",32,5.89717379097859e-06
"bfd",20,3.68573361936162e-06
"bharti",5,9.21433404840405e-07
"bhishma",4,7.37146723872324e-07
"biafra",11,2.02715349064889e-06
"bifold",7,1.29000676677657e-06
"bigoven",10,1.84286680968081e-06
"bih",32,5.89717379097859e-06
"bilbo",22,4.05430698129778e-06
"bilderberg",54,9.95148077227637e-06
"billingsley",14,2.58001353355313e-06
"biofuels",15,2.76430021452122e-06
"birdwatching",18,3.31716025742546e-06
"birthdate",21,3.8700203003297e-06
"bisexuality",12,2.21144017161697e-06
"bitbut",5,9.21433404840405e-07
"bitchassness",7,1.29000676677657e-06
"bith",6,1.10572008580849e-06
"bittergourd",4,7.37146723872324e-07
"blackowned",22,4.05430698129778e-06
"blackstone",27,4.97574038613819e-06
"blacktop",16,2.9485868954893e-06
"blam",13,2.39572685258505e-06
"blandness",17,3.13287357645738e-06
"blaq",4,7.37146723872324e-07
"bleamys",3,5.52860042904243e-07
"blin",3,5.52860042904243e-07
"blini",14,2.58001353355313e-06
"blinker",23,4.23859366226586e-06
"blinkies",6,1.10572008580849e-06
"blizz",4,7.37146723872324e-07
"blms",6,1.10572008580849e-06
"blockin",4,7.37146723872324e-07
"bloodless",18,3.31716025742546e-06
"blots",6,1.10572008580849e-06
"bluebell",16,2.9485868954893e-06
"bluestocking",6,1.10572008580849e-06
"bmth",16,2.9485868954893e-06
"bodysuits",5,9.21433404840405e-07
"boffo",8,1.47429344774465e-06
"bogans",12,2.21144017161697e-06
"bombardier",14,2.58001353355313e-06
"bomer",12,2.21144017161697e-06
"bonham",36,6.63432051485092e-06
"bonnaroo",42,7.7400406006594e-06
"bonzai",6,1.10572008580849e-06
"bookbinding",15,2.76430021452122e-06
"bookhart",4,7.37146723872324e-07
"bookit",9,1.65858012871273e-06
"bookmarklet",4,7.37146723872324e-07
"boondoggle",20,3.68573361936162e-06
"boppo",7,1.29000676677657e-06
"borderlands",27,4.97574038613819e-06
"botsford",4,7.37146723872324e-07
"botts",8,1.47429344774465e-06
"bouchon",10,1.84286680968081e-06
"bourgogne",22,4.05430698129778e-06
"bourque",4,7.37146723872324e-07
"bouwer",8,1.47429344774465e-06
"boyf",6,1.10572008580849e-06
"braille",32,5.89717379097859e-06
"brained",18,3.31716025742546e-06
"brandis",6,1.10572008580849e-06
"breakins",10,1.84286680968081e-06
"breathy",20,3.68573361936162e-06
"breh",22,4.05430698129778e-06
"brewmasters",19,3.50144693839354e-06
